biotin    	  0.0	   0.5	infant   	female	AI 	    5.000	ug	/day   
protein   	 14.0	  18.0	pregnant 	female	AMDR-hi	   30.000	pct	Energy 
protein   	 14.0	  18.0	pregnant 	female	AMDR-lo	   10.000	pct	Energy 
protein   	 14.0	  18.0	pregnant 	female	EAR	    0.880	g 	/kg/day
protein   	 14.0	  18.0	pregnant 	female	RDA	    1.100	g 	/kg/day
protein   	 14.0	  18.0	typical  	female	AMDR-hi	   30.000	pct	Energy 
protein   	 14.0	  18.0	typical  	female	AMDR-lo	   10.000	pct	Energy 
protein   	 14.0	  18.0	typical  	female	EAR	    0.710	g 	/kg/day
protein   	 14.0	  18.0	typical  	female	RDA	    0.850	g 	/kg/day
protein   	 14.0	  18.0	typical  	male  	AMDR-hi	   30.000	pct	Energy 
protein   	 14.0	  18.0	typical  	male  	AMDR-lo	   10.000	pct	Energy 
protein   	 14.0	  18.0	typical  	male  	EAR	    0.730	g 	/kg/day
protein   	 14.0	  18.0	typical  	male  	RDA	    0.850	g 	/kg/day
protein   	 19.0	  30.0	lactating	female	AMDR-hi	   35.000	pct	Energy 
protein   	 19.0	  30.0	lactating	female	AMDR-lo	   10.000	pct	Energy 
protein   	 19.0	  30.0	lactating	female	EAR	    1.050	g 	/kg/day
protein   	 19.0	  30.0	lactating	female	RDA	    1.300	g 	/kg/day
protein   	 19.0	  30.0	pregnant 	female	AMDR-hi	   35.000	pct	Energy 
protein   	 19.0	  30.0	pregnant 	female	AMDR-lo	   10.000	pct	Energy 
protein   	 19.0	  30.0	pregnant 	female	EAR	    0.880	g 	/kg/day
protein   	 19.0	  30.0	pregnant 	female	RDA	    1.100	g 	/kg/day
protein   	 19.0	  30.0	typical  	female	AMDR-hi	   35.000	pct	Energy 
protein   	 19.0	  30.0	typical  	female	AMDR-lo	   10.000	pct	Energy 
protein   	 19.0	  30.0	typical  	female	EAR	    0.660	g 	/kg/day
protein   	 19.0	  30.0	typical  	female	RDA	    0.800	g 	/kg/day
protein   	 19.0	  30.0	typical  	male  	AMDR-hi	   35.000	pct	Energy 
protein   	 19.0	  30.0	typical  	male  	AMDR-lo	   10.000	pct	Energy 
protein   	 19.0	  30.0	typical  	male  	EAR	    0.660	g 	/kg/day
protein   	 19.0	  30.0	typical  	male  	RDA	    0.800	g 	/kg/day
protein   	 31.0	  50.0	lactating	female	AMDR-hi	   35.000	pct	Energy 
protein   	 31.0	  50.0	lactating	female	AMDR-lo	   10.000	pct	Energy 
protein   	 31.0	  50.0	lactating	female	EAR	    1.050	g 	/kg/day
protein   	 31.0	  50.0	lactating	female	RDA	    1.300	g 	/kg/day
protein   	 31.0	  50.0	pregnant 	female	EAR	    0.880	g 	/kg/day
protein   	 31.0	  50.0	typical  	female	AMDR-hi	   35.000	pct	Energy 
protein   	 31.0	  50.0	typical  	female	AMDR-lo	   10.000	pct	Energy 
protein   	 31.0	  50.0	typical  	female	EAR	    0.660	g 	/kg/day
protein   	 31.0	  50.0	typical  	female	RDA	    0.800	g 	/kg/day
protein   	 31.0	  50.0	typical  	male  	AMDR-hi	   35.000	pct	Energy 
protein   	 31.0	  50.0	typical  	male  	AMDR-lo	   10.000	pct	Energy 
protein   	 31.0	  50.0	typical  	male  	EAR	    0.660	g 	/kg/day
protein   	 31.0	  50.0	typical  	male  	RDA	    0.800	g 	/kg/day
protein   	 51.0	  70.0	typical  	female	AMDR-hi	   35.000	pct	Energy 
protein   	 51.0	  70.0	typical  	female	AMDR-lo	   10.000	pct	Energy 
protein   	 51.0	  70.0	typical  	female	EAR	    0.660	g 	/kg/day
protein   	 51.0	  70.0	typical  	female	RDA	    0.800	g 	/kg/day
protein   	 51.0	  70.0	typical  	male  	AMDR-hi	   35.000	pct	Energy 
protein   	 51.0	  70.0	typical  	male  	AMDR-lo	   10.000	pct	Energy 
protein   	 51.0	  70.0	typical  	male  	EAR	    0.660	g 	/kg/day
protein   	 51.0	  70.0	typical  	male  	RDA	    0.800	g 	/kg/day
protein   	 61.0	  50.0	pregnant 	female	AMDR-hi	   35.000	pct	Energy 
protein   	 61.0	  50.0	pregnant 	female	AMDR-lo	   10.000	pct	Energy 
protein   	 61.0	  50.0	pregnant 	female	RDA	    1.100	g 	/kg/day
protein   	 70.0	 120.0	typical  	female	AMDR-hi	   35.000	pct	Energy 
protein   	 70.0	 120.0	typical  	female	AMDR-lo	   10.000	pct	Energy 
protein   	 70.0	 120.0	typical  	female	EAR	    0.660	g 	/kg/day
protein   	 70.0	 120.0	typical  	female	RDA	    0.800	g 	/kg/day
protein   	 70.0	 120.0	typical  	male  	AMDR-hi	   35.000	pct	Energy 
protein   	 70.0	 120.0	typical  	male  	AMDR-lo	   10.000	pct	Energy 
protein   	 70.0	 120.0	typical  	male  	EAR	    0.660	g 	/kg/day
protein   	 70.0	 120.0	typical  	male  	RDA	    0.800	g 	/kg/day
riboflavin	  1.0	   3.0	child    	female	EAR	    0.400	mg	/day   
riboflavin	  1.0	   3.0	child    	female	RDA	    0.500	mg	/day   
riboflavin	  1.0	   3.0	child    	male  	EAR	    0.400	mg	/day   
riboflavin	  1.0	   3.0	child    	male  	RDA	    0.500	mg	/day   
riboflavin	  4.0	   8.0	child    	female	EAR	    0.500	mg	/day   
riboflavin	  4.0	   8.0	child    	female	RDA	    0.600	mg	/day   
riboflavin	  4.0	   8.0	child    	male  	EAR	    0.500	mg	/day   
riboflavin	  4.0	   8.0	child    	male  	RDA	    0.600	mg	/day   
riboflavin	  9.0	  13.0	typical  	female	EAR	    0.800	mg	/day   
riboflavin	  9.0	  13.0	typical  	female	RDA	    0.900	mg	/day   
riboflavin	  9.0	  13.0	typical  	male  	EAR	    0.800	mg	/day   
riboflavin	  9.0	  13.0	typical  	male  	RDA	    0.900	mg	/day   
riboflavin	 14.0	  18.0	lactating	female	EAR	    1.300	mg	/day   
riboflavin	 14.0	  18.0	lactating	female	RDA	    1.600	mg	/day   
riboflavin	 14.0	  18.0	pregnant 	female	EAR	    1.200	mg	/day   
riboflavin	 14.0	  18.0	pregnant 	female	RDA	    1.400	mg	/day   
riboflavin	 14.0	  18.0	typical  	female	EAR	    0.900	mg	/day   
riboflavin	 14.0	  18.0	typical  	female	RDA	    1.000	mg	/day   
riboflavin	 14.0	  18.0	typical  	male  	EAR	    1.100	mg	/day   
riboflavin	 14.0	  18.0	typical  	male  	RDA	    1.300	mg	/day   
riboflavin	 19.0	  30.0	lactating	female	EAR	    1.300	mg	/day   
riboflavin	 19.0	  30.0	lactating	female	RDA	    1.600	mg	/day   
riboflavin	 19.0	  30.0	pregnant 	female	EAR	    1.200	mg	/day   
riboflavin	 19.0	  30.0	pregnant 	female	RDA	    1.400	mg	/day   
riboflavin	 19.0	  30.0	typical  	female	EAR	    0.900	mg	/day   
riboflavin	 19.0	  30.0	typical  	female	RDA	    1.100	mg	/day   
riboflavin	 19.0	  30.0	typical  	male  	EAR	    1.100	mg	/day   
riboflavin	 19.0	  30.0	typical  	male  	RDA	    1.300	mg	/day   
riboflavin	 31.0	  50.0	lactating	female	EAR	    1.300	mg	/day   
riboflavin	 31.0	  50.0	lactating	female	RDA	    1.600	mg	/day   
riboflavin	 31.0	  50.0	pregnant 	female	EAR	    1.200	mg	/day   
riboflavin	 31.0	  50.0	pregnant 	female	RDA	    1.400	mg	/day   
riboflavin	 31.0	  50.0	typical  	female	EAR	    0.900	mg	/day   
riboflavin	 31.0	  50.0	typical  	female	RDA	    1.100	mg	/day   
riboflavin	 31.0	  50.0	typical  	male  	EAR	    1.100	mg	/day   
riboflavin	 31.0	  50.0	typical  	male  	RDA	    1.300	mg	/day   
riboflavin	 51.0	  70.0	typical  	female	EAR	    0.900	mg	/day   
riboflavin	 51.0	  70.0	typical  	female	RDA	    1.100	mg	/day   
riboflavin	 51.0	  70.0	typical  	male  	EAR	    1.100	mg	/day   
riboflavin	 51.0	  70.0	typical  	male  	RDA	    1.300	mg	/day   
riboflavin	 70.0	 120.0	typical  	female	EAR	    0.900	mg	/day   
riboflavin	 70.0	 120.0	typical  	female	RDA	    1.100	mg	/day   
riboflavin	 70.0	 120.0	typical  	male  	EAR	    1.100	mg	/day   
riboflavin	 70.0	 120.0	typical  	male  	RDA	    1.300	mg	/day   
selenium  	  1.0	   3.0	child    	female	EAR	   17.000	ug	/day   
selenium  	  1.0	   3.0	child    	female	RDA	   20.000	ug	/day   
selenium  	  1.0	   3.0	child    	male  	EAR	   17.000	ug	/day   
selenium  	  1.0	   3.0	child    	male  	RDA	   20.000	ug	/day   
selenium  	  4.0	   8.0	child    	female	EAR	   23.000	ug	/day   
selenium  	  4.0	   8.0	child    	female	RDA	   30.000	ug	/day   
selenium  	  4.0	   8.0	child    	male  	EAR	   23.000	ug	/day   
selenium  	  4.0	   8.0	child    	male  	RDA	   30.000	ug	/day   
selenium  	  9.0	  13.0	typical  	female	EAR	   35.000	ug	/day   
selenium  	  9.0	  13.0	typical  	female	RDA	   40.000	ug	/day   
selenium  	  9.0	  13.0	typical  	male  	EAR	   35.000	ug	/day   
selenium  	  9.0	  13.0	typical  	male  	RDA	   40.000	ug	/day   
selenium  	 14.0	  18.0	lactating	female	EAR	   59.000	ug	/day   
selenium  	 14.0	  18.0	lactating	female	RDA	   70.000	ug	/day   
selenium  	 14.0	  18.0	pregnant 	female	EAR	   49.000	ug	/day   
selenium  	 14.0	  18.0	pregnant 	female	RDA	   60.000	ug	/day   
selenium  	 14.0	  18.0	typical  	female	EAR	   45.000	ug	/day   
selenium  	 14.0	  18.0	typical  	female	RDA	   55.000	ug	/day   
selenium  	 14.0	  18.0	typical  	male  	EAR	   45.000	ug	/day   
selenium  	 14.0	  18.0	typical  	male  	RDA	   55.000	ug	/day   
selenium  	 19.0	  30.0	lactating	female	EAR	   59.000	ug	/day   
selenium  	 19.0	  30.0	lactating	female	RDA	   70.000	ug	/day   
selenium  	 19.0	  30.0	pregnant 	female	EAR	   49.000	ug	/day   
selenium  	 19.0	  30.0	pregnant 	female	RDA	   60.000	ug	/day   
selenium  	 19.0	  30.0	typical  	female	EAR	   45.000	ug	/day   
selenium  	 19.0	  30.0	typical  	female	RDA	   55.000	ug	/day   
selenium  	 19.0	  30.0	typical  	male  	EAR	   45.000	ug	/day   
selenium  	 19.0	  30.0	typical  	male  	RDA	   55.000	ug	/day   
selenium  	 31.0	  50.0	lactating	female	EAR	   59.000	ug	/day   
selenium  	 31.0	  50.0	lactating	female	RDA	   70.000	ug	/day   
selenium  	 31.0	  50.0	pregnant 	female	EAR	   49.000	ug	/day   
selenium  	 31.0	  50.0	pregnant 	female	RDA	   60.000	ug	/day   
selenium  	 31.0	  50.0	typical  	female	EAR	   45.000	ug	/day   
selenium  	 31.0	  50.0	typical  	female	RDA	   55.000	ug	/day   
selenium  	 31.0	  50.0	typical  	male  	EAR	   45.000	ug	/day   
selenium  	 31.0	  50.0	typical  	male  	RDA	   55.000	ug	/day   
selenium  	 51.0	  70.0	typical  	female	EAR	   45.000	ug	/day   
selenium  	 51.0	  70.0	typical  	female	RDA	   55.000	ug	/day   
selenium  	 51.0	  70.0	typical  	male  	EAR	   45.000	ug	/day   
selenium  	 51.0	  70.0	typical  	male  	RDA	   55.000	ug	/day   
selenium  	 70.0	 120.0	typical  	female	EAR	   45.000	ug	/day   
selenium  	 70.0	 120.0	typical  	female	RDA	   55.000	ug	/day   
selenium  	 70.0	 120.0	typical  	male  	EAR	   45.000	ug	/day   
selenium  	 70.0	 120.0	typical  	male  	RDA	   55.000	ug	/day   
sodium    	  0.0	   0.5	infant   	female	AI 	    0.120	g 	/day   
sodium    	  0.0	   0.5	infant   	male  	AI 	    0.120	g 	/day   
sodium    	  0.5	   1.0	infant   	female	AI 	    0.370	g 	/day   
sodium    	  0.5	   1.0	infant   	male  	AI 	    0.370	g 	/day   
sodium    	  1.0	   3.0	child    	female	AI 	    1.000	g 	/day   
sodium    	  1.0	   3.0	child    	male  	AI 	    1.000	g 	/day   
sodium    	  4.0	   8.0	child    	female	AI 	    1.200	g 	/day   
sodium    	  4.0	   8.0	child    	male  	AI 	    1.200	g 	/day   
sodium    	  9.0	  13.0	typical  	female	AI 	    1.500	g 	/day   
sodium    	  9.0	  13.0	typical  	male  	AI 	    1.500	g 	/day   
sodium    	 14.0	  18.0	lactating	female	AI 	    1.500	g 	/day   
sodium    	 14.0	  18.0	pregnant 	female	AI 	    1.500	g 	/day   
sodium    	 14.0	  18.0	typical  	female	AI 	    1.500	g 	/day   
sodium    	 14.0	  18.0	typical  	male  	AI 	    1.500	g 	/day   
sodium    	 19.0	  30.0	lactating	female	AI 	    1.500	g 	/day   
sodium    	 19.0	  30.0	pregnant 	female	AI 	    1.500	g 	/day   
sodium    	 19.0	  30.0	typical  	female	AI 	    1.500	g 	/day   
sodium    	 19.0	  30.0	typical  	male  	AI 	    1.500	g 	/day   
sodium    	 31.0	  50.0	lactating	female	AI 	    1.500	g 	/day   
sodium    	 31.0	  50.0	pregnant 	female	AI 	    1.500	g 	/day   
sodium    	 31.0	  50.0	typical  	female	AI 	    1.500	g 	/day   
sodium    	 31.0	  50.0	typical  	male  	AI 	    1.500	g 	/day   
sodium    	 51.0	  70.0	typical  	female	AI 	    1.300	g 	/day   
sodium    	 51.0	  70.0	typical  	male  	AI 	    1.300	g 	/day   
sodium    	 70.0	 120.0	typical  	female	AI 	    1.200	g 	/day   
sodium    	 70.0	 120.0	typical  	male  	AI 	    1.200	g 	/day   
sugar_add 	  1.0	   3.0	child    	female	AMDR	         	pct	Energy 
sugar_add 	  1.0	   3.0	child    	female	LU 	    0.250	pct	Energy 
sugar_add 	  1.0	   3.0	child    	male  	AMDR	         	pct	Energy 
sugar_add 	  1.0	   3.0	child    	male  	LU 	    0.250	pct	Energy 
sugar_add 	  4.0	   8.0	child    	female	AMDR	         	pct	Energy 
sugar_add 	  4.0	   8.0	child    	female	LU 	    0.250	pct	Energy 
sugar_add 	  4.0	   8.0	child    	male  	AMDR	         	pct	Energy 
sugar_add 	  4.0	   8.0	child    	male  	LU 	    0.250	pct	Energy 
sugar_add 	  9.0	  13.0	typical  	female	AMDR	         	pct	Energy 
sugar_add 	  9.0	  13.0	typical  	female	LU 	    0.250	pct	Energy 
sugar_add 	  9.0	  13.0	typical  	male  	AMDR	         	pct	Energy 
sugar_add 	  9.0	  13.0	typical  	male  	LU 	    0.250	pct	Energy 
sugar_add 	 14.0	  18.0	lactating	female	AMDR	         	pct	Energy 
sugar_add 	 14.0	  18.0	lactating	female	LU 	    0.250	pct	Energy 
sugar_add 	 14.0	  18.0	pregnant 	female	AMDR	         	pct	Energy 
sugar_add 	 14.0	  18.0	pregnant 	female	LU 	    0.250	pct	Energy 
sugar_add 	 14.0	  18.0	typical  	female	AMDR	         	pct	Energy 
sugar_add 	 14.0	  18.0	typical  	female	LU 	    0.250	pct	Energy 
sugar_add 	 14.0	  18.0	typical  	male  	AMDR	         	pct	Energy 
sugar_add 	 14.0	  18.0	typical  	male  	LU 	    0.250	pct	Energy 
sugar_add 	 19.0	  30.0	lactating	female	AMDR	         	pct	Energy 
sugar_add 	 19.0	  30.0	lactating	female	LU 	    0.250	pct	Energy 
sugar_add 	 19.0	  30.0	pregnant 	female	AMDR	         	pct	Energy 
sugar_add 	 19.0	  30.0	pregnant 	female	LU 	    0.250	pct	Energy 
sugar_add 	 19.0	  30.0	typical  	female	AMDR	         	pct	Energy 
sugar_add 	 19.0	  30.0	typical  	female	LU 	    0.250	pct	Energy 
sugar_add 	 19.0	  30.0	typical  	male  	AMDR	         	pct	Energy 
sugar_add 	 19.0	  30.0	typical  	male  	LU 	    0.250	pct	Energy 
sugar_add 	 31.0	  50.0	lactating	female	AMDR	         	pct	Energy 
sugar_add 	 31.0	  50.0	lactating	female	LU 	    0.250	pct	Energy 
sugar_add 	 31.0	  50.0	typical  	female	AMDR	         	pct	Energy 
sugar_add 	 31.0	  50.0	typical  	female	LU 	    0.250	pct	Energy 
sugar_add 	 31.0	  50.0	typical  	male  	AMDR	         	pct	Energy 
sugar_add 	 31.0	  50.0	typical  	male  	LU 	    0.250	pct	Energy 
sugar_add 	 51.0	  70.0	typical  	female	AMDR	         	pct	Energy 
sugar_add 	 51.0	  70.0	typical  	female	LU 	    0.250	pct	Energy 
sugar_add 	 51.0	  70.0	typical  	male  	AMDR	         	pct	Energy 
sugar_add 	 51.0	  70.0	typical  	male  	LU 	    0.250	pct	Energy 
sugar_add 	 61.0	  50.0	pregnant 	female	AMDR	         	pct	Energy 
sugar_add 	 61.0	  50.0	pregnant 	female	LU 	    0.250	pct	Energy 
sugar_add 	 70.0	 120.0	typical  	female	AMDR	         	pct	Energy 
sugar_add 	 70.0	 120.0	typical  	female	LU 	    0.250	pct	Energy 
sugar_add 	 70.0	 120.0	typical  	male  	AMDR	         	pct	Energy 
sugar_add 	 70.0	 120.0	typical  	male  	LU 	    0.250	pct	Energy 
thiamin   	  1.0	   3.0	child    	female	EAR	    0.400	mg	/day   
thiamin   	  1.0	   3.0	child    	female	RDA	    0.500	mg	/day   
thiamin   	  1.0	   3.0	child    	male  	EAR	    0.400	mg	/day   
thiamin   	  1.0	   3.0	child    	male  	RDA	    0.500	mg	/day   
thiamin   	  4.0	   8.0	child    	female	EAR	    0.500	mg	/day   
thiamin   	  4.0	   8.0	child    	female	RDA	    0.600	mg	/day   
thiamin   	  4.0	   8.0	child    	male  	EAR	    0.500	mg	/day   
thiamin   	  4.0	   8.0	child    	male  	RDA	    0.600	mg	/day   
thiamin   	  9.0	  13.0	typical  	female	EAR	    0.700	mg	/day   
thiamin   	  9.0	  13.0	typical  	female	RDA	    0.900	mg	/day   
thiamin   	  9.0	  13.0	typical  	male  	EAR	    0.700	mg	/day   
thiamin   	  9.0	  13.0	typical  	male  	RDA	    0.900	mg	/day   
thiamin   	 14.0	  18.0	lactating	female	EAR	    1.200	mg	/day   
thiamin   	 14.0	  18.0	lactating	female	RDA	    1.400	mg	/day   
thiamin   	 14.0	  18.0	pregnant 	female	EAR	    1.200	mg	/day   
thiamin   	 14.0	  18.0	pregnant 	female	RDA	    1.400	mg	/day   
thiamin   	 14.0	  18.0	typical  	female	EAR	    0.900	mg	/day   
thiamin   	 14.0	  18.0	typical  	female	RDA	    1.000	mg	/day   
thiamin   	 14.0	  18.0	typical  	male  	EAR	    1.000	mg	/day   
thiamin   	 14.0	  18.0	typical  	male  	RDA	    1.200	mg	/day   
thiamin   	 19.0	  30.0	lactating	female	EAR	    1.200	mg	/day   
thiamin   	 19.0	  30.0	lactating	female	RDA	    1.400	mg	/day   
thiamin   	 19.0	  30.0	pregnant 	female	EAR	    1.200	mg	/day   
thiamin   	 19.0	  30.0	pregnant 	female	RDA	    1.400	mg	/day   
thiamin   	 19.0	  30.0	typical  	female	EAR	    0.900	mg	/day   
thiamin   	 19.0	  30.0	typical  	female	RDA	    1.100	mg	/day   
thiamin   	 19.0	  30.0	typical  	male  	EAR	    1.000	mg	/day   
thiamin   	 19.0	  30.0	typical  	male  	RDA	    1.200	mg	/day   
thiamin   	 31.0	  50.0	lactating	female	EAR	    1.200	mg	/day   
thiamin   	 31.0	  50.0	lactating	female	RDA	    1.400	mg	/day   
thiamin   	 31.0	  50.0	pregnant 	female	EAR	    1.200	mg	/day   
thiamin   	 31.0	  50.0	pregnant 	female	RDA	    1.400	mg	/day   
thiamin   	 31.0	  50.0	typical  	female	EAR	    0.900	mg	/day   
thiamin   	 31.0	  50.0	typical  	female	RDA	    1.100	mg	/day   
thiamin   	 31.0	  50.0	typical  	male  	EAR	    1.000	mg	/day   
thiamin   	 31.0	  50.0	typical  	male  	RDA	    1.200	mg	/day   
thiamin   	 51.0	  70.0	typical  	female	EAR	    0.900	mg	/day   
thiamin   	 51.0	  70.0	typical  	female	RDA	    1.100	mg	/day   
thiamin   	 51.0	  70.0	typical  	male  	EAR	    1.000	mg	/day   
thiamin   	 51.0	  70.0	typical  	male  	RDA	    1.200	mg	/day   
thiamin   	 70.0	 120.0	typical  	female	EAR	    0.900	mg	/day   
thiamin   	 70.0	 120.0	typical  	female	RDA	    1.100	mg	/day   
thiamin   	 70.0	 120.0	typical  	male  	EAR	    1.000	mg	/day   
thiamin   	 70.0	 120.0	typical  	male  	RDA	    1.200	mg	/day   
total_fiber	  1.0	   3.0	child    	female	AI 	   19.000	g 	/day   
total_fiber	  1.0	   3.0	child    	male  	AI 	   19.000	g 	/day   
total_fiber	  4.0	   8.0	child    	female	AI 	   25.000	g 	/day   
total_fiber	  4.0	   8.0	child    	male  	AI 	   25.000	g 	/day   
total_fiber	  9.0	  13.0	typical  	female	AI 	   26.000	g 	/day   
total_fiber	  9.0	  13.0	typical  	male  	AI 	   31.000	g 	/day   
total_fiber	 14.0	  18.0	lactating	female	AI 	   29.000	g 	/day   
total_fiber	 14.0	  18.0	pregnant 	female	AI 	   28.000	g 	/day   
total_fiber	 14.0	  18.0	typical  	female	AI 	   26.000	g 	/day   
total_fiber	 14.0	  18.0	typical  	male  	AI 	   38.000	g 	/day   
total_fiber	 19.0	  30.0	lactating	female	AI 	   29.000	g 	/day   
total_fiber	 19.0	  30.0	pregnant 	female	AI 	   28.000	g 	/day   
total_fiber	 19.0	  30.0	typical  	female	AI 	   25.000	g 	/day   
total_fiber	 19.0	  30.0	typical  	male  	AI 	   38.000	g 	/day   
total_fiber	 31.0	  50.0	lactating	female	AI 	   29.000	g 	/day   
total_fiber	 31.0	  50.0	typical  	female	AI 	   25.000	g 	/day   
total_fiber	 31.0	  50.0	typical  	male  	AI 	   38.000	g 	/day   
total_fiber	 51.0	  70.0	typical  	female	AI 	   21.000	g 	/day   
total_fiber	 51.0	  70.0	typical  	male  	AI 	   30.000	g 	/day   
total_fiber	 61.0	  50.0	pregnant 	female	AI 	   28.000	g 	/day   
total_fiber	 70.0	 120.0	typical  	female	AI 	   21.000	g 	/day   
total_fiber	 70.0	 120.0	typical  	male  	AI 	   30.000	g 	/day   
vit_a     	  1.0	   3.0	child    	female	EAR	  210.000	ug	/day   
vit_a     	  1.0	   3.0	child    	female	RDA	  300.000	ug	/day   
vit_a     	  1.0	   3.0	child    	male  	EAR	  210.000	ug	/day   
vit_a     	  1.0	   3.0	child    	male  	RDA	  300.000	ug	/day   
vit_a     	  4.0	   8.0	child    	female	EAR	  275.000	ug	/day   
vit_a     	  4.0	   8.0	child    	female	RDA	  400.000	ug	/day   
vit_a     	  4.0	   8.0	child    	male  	EAR	  275.000	ug	/day   
vit_a     	  4.0	   8.0	child    	male  	RDA	  400.000	ug	/day   
vit_a     	  9.0	  13.0	typical  	female	EAR	  420.000	ug	/day   
vit_a     	  9.0	  13.0	typical  	female	RDA	  600.000	ug	/day   
vit_a     	  9.0	  13.0	typical  	male  	EAR	  445.000	ug	/day   
vit_a     	  9.0	  13.0	typical  	male  	RDA	  600.000	ug	/day   
vit_a     	 14.0	  18.0	lactating	female	EAR	  885.000	ug	/day   
vit_a     	 14.0	  18.0	lactating	female	RDA	 1200.000	ug	/day   
vit_a     	 14.0	  18.0	pregnant 	female	EAR	  530.000	ug	/day   
vit_a     	 14.0	  18.0	pregnant 	female	RDA	  750.000	ug	/day   
vit_a     	 14.0	  18.0	typical  	female	EAR	  485.000	ug	/day   
vit_a     	 14.0	  18.0	typical  	female	RDA	  700.000	ug	/day   
vit_a     	 14.0	  18.0	typical  	male  	EAR	  630.000	ug	/day   
vit_a     	 14.0	  18.0	typical  	male  	RDA	  900.000	ug	/day   
vit_a     	 19.0	  30.0	lactating	female	EAR	  900.000	ug	/day   
vit_a     	 19.0	  30.0	lactating	female	RDA	 1300.000	ug	/day   
vit_a     	 19.0	  30.0	pregnant 	female	EAR	  550.000	ug	/day   
vit_a     	 19.0	  30.0	pregnant 	female	RDA	  770.000	ug	/day   
vit_a     	 19.0	  30.0	typical  	female	EAR	  500.000	ug	/day   
vit_a     	 19.0	  30.0	typical  	female	RDA	  700.000	ug	/day   
vit_a     	 19.0	  30.0	typical  	male  	EAR	  625.000	ug	/day   
vit_a     	 19.0	  30.0	typical  	male  	RDA	  900.000	ug	/day   
vit_a     	 31.0	  50.0	lactating	female	EAR	  900.000	ug	/day   
vit_a     	 31.0	  50.0	lactating	female	RDA	 1300.000	ug	/day   
vit_a     	 31.0	  50.0	pregnant 	female	EAR	  550.000	ug	/day   
vit_a     	 31.0	  50.0	pregnant 	female	RDA	  770.000	ug	/day   
vit_a     	 31.0	  50.0	typical  	female	EAR	  500.000	ug	/day   
vit_a     	 31.0	  50.0	typical  	female	RDA	  700.000	ug	/day   
vit_a     	 31.0	  50.0	typical  	male  	EAR	  625.000	ug	/day   
vit_a     	 31.0	  50.0	typical  	male  	RDA	  900.000	ug	/day   
vit_a     	 51.0	  70.0	typical  	female	EAR	  500.000	ug	/day   
vit_a     	 51.0	  70.0	typical  	female	RDA	  700.000	ug	/day   
vit_a     	 51.0	  70.0	typical  	male  	EAR	  625.000	ug	/day   
vit_a     	 51.0	  70.0	typical  	male  	RDA	  900.000	ug	/day   
vit_a     	 70.0	 120.0	typical  	female	EAR	  500.000	ug	/day   
vit_a     	 70.0	 120.0	typical  	female	RDA	  700.000	ug	/day   
vit_a     	 70.0	 120.0	typical  	male  	EAR	  625.000	ug	/day   
vit_a     	 70.0	 120.0	typical  	male  	RDA	  900.000	ug	/day   
vit_b12   	  1.0	   3.0	child    	female	EAR	    0.700	ug	/day   
vit_b12   	  1.0	   3.0	child    	female	RDA	    0.900	ug	/day   
vit_b12   	  1.0	   3.0	child    	male  	EAR	    0.700	ug	/day   
vit_b12   	  1.0	   3.0	child    	male  	RDA	    0.900	ug	/day   
vit_b12   	  4.0	   8.0	child    	female	EAR	    1.000	ug	/day   
vit_b12   	  4.0	   8.0	child    	female	RDA	    1.200	ug	/day   
vit_b12   	  4.0	   8.0	child    	male  	EAR	    1.000	ug	/day   
vit_b12   	  4.0	   8.0	child    	male  	RDA	    1.200	ug	/day   
vit_b12   	  9.0	  13.0	typical  	female	EAR	    1.500	ug	/day   
vit_b12   	  9.0	  13.0	typical  	female	RDA	    1.800	ug	/day   
vit_b12   	  9.0	  13.0	typical  	male  	EAR	    1.500	ug	/day   
vit_b12   	  9.0	  13.0	typical  	male  	RDA	    1.800	ug	/day   
vit_b12   	 14.0	  18.0	lactating	female	EAR	    2.400	ug	/day   
vit_b12   	 14.0	  18.0	lactating	female	RDA	    2.800	ug	/day   
vit_b12   	 14.0	  18.0	pregnant 	female	EAR	    2.200	ug	/day   
vit_b12   	 14.0	  18.0	pregnant 	female	RDA	    2.600	ug	/day   
vit_b12   	 14.0	  18.0	typical  	female	EAR	    2.000	ug	/day   
vit_b12   	 14.0	  18.0	typical  	female	RDA	    2.400	ug	/day   
vit_b12   	 14.0	  18.0	typical  	male  	EAR	    2.000	ug	/day   
vit_b12   	 14.0	  18.0	typical  	male  	RDA	    2.400	ug	/day   
vit_b12   	 19.0	  30.0	lactating	female	EAR	    2.400	ug	/day   
vit_b12   	 19.0	  30.0	lactating	female	RDA	    2.800	ug	/day   
vit_b12   	 19.0	  30.0	pregnant 	female	EAR	    2.200	ug	/day   
vit_b12   	 19.0	  30.0	pregnant 	female	RDA	    2.600	ug	/day   
vit_b12   	 19.0	  30.0	typical  	female	EAR	    2.000	ug	/day   
vit_b12   	 19.0	  30.0	typical  	female	RDA	    2.400	ug	/day   
vit_b12   	 19.0	  30.0	typical  	male  	EAR	    2.000	ug	/day   
vit_b12   	 19.0	  30.0	typical  	male  	RDA	    2.400	ug	/day   
vit_b12   	 31.0	  50.0	lactating	female	EAR	    2.400	ug	/day   
vit_b12   	 31.0	  50.0	lactating	female	RDA	    2.800	ug	/day   
vit_b12   	 31.0	  50.0	pregnant 	female	EAR	    2.200	ug	/day   
vit_b12   	 31.0	  50.0	pregnant 	female	RDA	    2.600	ug	/day   
